Sector,Indicator,Unit,Country,Year,Variable,Value
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,2015,projected_current_policy_min,3.0876545636941404
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,2020,projected_current_policy_min,3.08070534365645
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,2025,projected_current_policy_min,2.9797090257031
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,2030,projected_current_policy_min,2.78865179040523
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2015,projected_current_policy_min,33.6899159974378
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2020,projected_current_policy_min,31.9086831648046
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2025,projected_current_policy_min,30.0160230463299
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2030,projected_current_policy_min,28.9159258277148
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2015,projected_current_policy_min,33.6899159974378
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2020,projected_current_policy_min,32.005462737577
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2025,projected_current_policy_min,30.143487108362002
Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,2030,projected_current_policy_min,29.101398546953803
Macro,Fossil fuel share,% fossil fuels,BR,2020,projected_current_policy_min,56.063731964623
Macro,Fossil fuel share,% fossil fuels,BR,2030,projected_current_policy_min,54.9620977180048
Macro,Fossil fuel share,% fossil fuels,BR,2050,projected_current_policy_min,54.341559287499706
Macro,Fossil fuel share,% fossil fuels,BR,2015,projected_current_policy_min,58.030069701981404
Macro,Fossil fuel share,% fossil fuels,BR,2020,projected_current_policy_min,56.5356391093602
Macro,Fossil fuel share,% fossil fuels,BR,2025,projected_current_policy_min,55.1854683622164
Macro,Fossil fuel share,% fossil fuels,BR,2030,projected_current_policy_min,55.104685281299
Macro,Coal share in energy supply in Primary Energy,% coal,BR,2015,projected_current_policy_min,5.98966438756987
Macro,Coal share in energy supply in Primary Energy,% coal,BR,2020,projected_current_policy_min,5.7451930813845005
Macro,Coal share in energy supply in Primary Energy,% coal,BR,2025,projected_current_policy_min,5.52432099287313
Macro,Coal share in energy supply in Primary Energy,% coal,BR,2030,projected_current_policy_min,5.10827925360607
Macro,Coal share in energy supply in Primary Energy,% coal,BR,2020,projected_current_policy_min,6.76575326434052
Macro,Coal share in energy supply in Primary Energy,% coal,BR,2030,projected_current_policy_min,6.61613029067304
Macro,Coal share in energy supply in Primary Energy,% coal,BR,2050,projected_current_policy_min,8.135422841391371
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2015,projected_current_policy_min,508.955030890282
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2020,projected_current_policy_min,495.50787597442803
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2025,projected_current_policy_min,495.99179771278506
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2030,projected_current_policy_min,496.41001814218805
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2015,projected_current_policy_min,508.955030890282
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2020,projected_current_policy_min,495.50787597442803
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2025,projected_current_policy_min,495.99179771278506
Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,2030,projected_current_policy_min,496.41001814218805
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2015,projected_current_policy_min,380.19076
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2020,projected_current_policy_min,405.64441
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2025,projected_current_policy_min,437.507235
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2030,projected_current_policy_min,469.37005999999997
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2015,projected_current_policy_min,380.19076
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2020,projected_current_policy_min,405.64441
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2025,projected_current_policy_min,437.507235
Oil and Gas,Oil and Gas activity: production,Mtoe,CA,2030,projected_current_policy_min,469.37005999999997
Electricity,Electricity activity (per capita),kWh / cap,CA,2015,projected_current_policy_min,13996.095366322801
Electricity,Electricity activity (per capita),kWh / cap,CA,2020,projected_current_policy_min,13602.5728384706
Electricity,Electricity activity (per capita),kWh / cap,CA,2025,projected_current_policy_min,13137.802692516001
Electricity,Electricity activity (per capita),kWh / cap,CA,2030,projected_current_policy_min,12687.6480531577
Electricity,Electricity activity (per capita),kWh / cap,CA,2015,projected_current_policy_min,13996.095366322801
Electricity,Electricity activity (per capita),kWh / cap,CA,2020,projected_current_policy_min,13602.5728384706
Electricity,Electricity activity (per capita),kWh / cap,CA,2025,projected_current_policy_min,13137.802692516001
Electricity,Electricity activity (per capita),kWh / cap,CA,2030,projected_current_policy_min,12687.6480531577
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2015,projected_current_policy_min,129.899856938483
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2020,projected_current_policy_min,107.56302521008399
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2025,projected_current_policy_min,81.53078202995
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2030,projected_current_policy_min,56.0131795716639
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2015,projected_current_policy_min,129.899856938483
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2020,projected_current_policy_min,107.56302521008399
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2025,projected_current_policy_min,81.53078202995
Electricity,Electricity emissions intensity,gCO2 / kWh,CA,2030,projected_current_policy_min,56.0131795716639
Electricity,Share of renewable electricity generation,% renewables,CA,2015,projected_current_policy_min,64.69876777681401
Electricity,Share of renewable electricity generation,% renewables,CA,2020,projected_current_policy_min,66.4684433750534
Electricity,Share of renewable electricity generation,% renewables,CA,2025,projected_current_policy_min,69.2549531804371
Electricity,Share of renewable electricity generation,% renewables,CA,2030,projected_current_policy_min,69.9062972573889
Electricity,Share of renewable electricity generation,% renewables,CA,2015,projected_current_policy_min,64.69876777681401
Electricity,Share of renewable electricity generation,% renewables,CA,2020,projected_current_policy_min,66.4684433750534
Electricity,Share of renewable electricity generation,% renewables,CA,2025,projected_current_policy_min,69.2549531804371
Electricity,Share of renewable electricity generation,% renewables,CA,2030,projected_current_policy_min,69.9062972573889
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2015,projected_current_policy_min,1.3897485801311398
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2020,projected_current_policy_min,1.45607737121423
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2025,projected_current_policy_min,1.52172219783727
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2030,projected_current_policy_min,1.6246011066331398
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2015,projected_current_policy_min,1.3897485801311398
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2020,projected_current_policy_min,1.45607737121423
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2025,projected_current_policy_min,1.52172219783727
Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,2030,projected_current_policy_min,1.6246011066331398
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2015,projected_current_policy_min,91.12050739957711
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2020,projected_current_policy_min,90.4276985743381
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2025,projected_current_policy_min,90.58823529411758
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2030,projected_current_policy_min,90.4942965779467
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2050,projected_current_policy_min,90.5008635578583
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2015,projected_current_policy_min,91.12050739957711
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2020,projected_current_policy_min,90.4276985743381
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2025,projected_current_policy_min,90.58823529411758
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2030,projected_current_policy_min,90.4942965779467
Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,2050,projected_current_policy_min,90.5008635578583
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2015,projected_current_policy_min,0.21897832625
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2020,projected_current_policy_min,0.19717628567867
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2025,projected_current_policy_min,0.17025646242666598
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2030,projected_current_policy_min,0.148372898294573
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2050,projected_current_policy_min,0.13064417044496401
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2015,projected_current_policy_min,0.21897832625
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2020,projected_current_policy_min,0.19717628567867
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2025,projected_current_policy_min,0.17025646242666598
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2030,projected_current_policy_min,0.148372898294573
Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,2050,projected_current_policy_min,0.13064417044496401
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2015,projected_current_policy_min,3829.78042186655
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2020,projected_current_policy_min,4154.83326124805
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2025,projected_current_policy_min,4575.349971393521
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2030,projected_current_policy_min,5180.36752448629
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2015,projected_current_policy_min,3829.78042186655
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2020,projected_current_policy_min,4154.83326124805
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2025,projected_current_policy_min,4575.349971393521
Transport Aviation,Aviation activity: distance travelled (per capita),pkm / cap,CA,2030,projected_current_policy_min,5180.36752448629
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2015,projected_current_policy_min,21.1128273666971
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2020,projected_current_policy_min,21.2791267054714
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2025,projected_current_policy_min,21.8146970660645
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2030,projected_current_policy_min,22.262499196062198
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2015,projected_current_policy_min,21.1128273666971
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2020,projected_current_policy_min,21.2791267054714
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2025,projected_current_policy_min,21.8146970660645
Buildings,Buildings activity (commercial),mÂ² / cap,CA,2030,projected_current_policy_min,22.262499196062198
Buildings,Buildings emissions intensity (commercial),kg CO2 / mÂ²,CA,2015,projected_current_policy_min,54.6772068511199
Buildings,Buildings emissions intensity (commercial),kg CO2 / mÂ²,CA,2020,projected_current_policy_min,54.7263681592039
