Name,Type,Breed,Outcome Type,Days in Shelter
,CAT,DOMESTIC SH,,0
MILLIE,DOG,POODLE MIN,RETURN TO OWNER,2
*HANNAH,CAT,DOMESTIC SH,,0
BIG BOY,CAT,DOMESTIC LH,TRANSFER,28
*ELI,CAT,DOMESTIC SH,ADOPTION,18
MIMI,DOG,PIT BULL,RETURN TO OWNER,1
*BRIE,DOG,PARSON RUSS TER/MIX,ADOPTION,34
NERO,DOG,GERM SHEPHERD,EUTHANIZE,10
*TARAH,CAT,DOMESTIC SH,,0
,CAT,DOMESTIC SH,,0
MILLIE,DOG,POODLE MIN,ADOPTION,15
CASPIAN,DOG,PIT BULL,ADOPTION,36
DOOBY,DOG,SHIH TZU,RETURN TO OWNER,0
LANEY,DOG,BLOODHOUND & GE,RETURN TO OWNER,0
*RIVER,CAT,DOMESTIC SH,,0
*ASHLEY,CAT,DOMESTIC SH,,0
*FRITZ,DOG,CHIHUAHUA SH,,0
*CARLA,CAT,DOMESTIC MH,ADOPTION,42
POLAR,CAT,DOMESTIC SH,RETURN TO OWNER,3
*OLIVER,DOG,CHIHUAHUA SH,,0
,DOG,BORDER COLLIE/MIX,,0
*ERIKA,CAT,DOMESTIC SH,,0
*LIAM,CAT,DOMESTIC SH,,0
*NOVA,DOG,CHIHUAHUA SH,,0
CREEK,DOG,GREYHOUND/PIT BULL,RETURN TO OWNER,0
*CASSIUS,CAT,DOMESTIC MH,,0
PASTEL,CAT,DOMESTIC MH,TRANSFER,47
,CAT,DOMESTIC SH,EUTHANIZE,0
CHARLIE,DOG,LABRADOR RETR,RETURN TO OWNER,1
ALL BLACK,DOG,PIT BULL/MIX,RETURN TO OWNER,0
KOLA,DOG,PIT BULL/MIX,ADOPTION,33
MIMI,DOG,PIT BULL,RETURN TO OWNER,1
WILLOW,CAT,DOMESTIC SH,ADOPTION,71
BUMBLE,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,1
,CAT,DOMESTIC SH,DIED,1
TYSON,DOG,BORDER COLLIE/AUST CATTLE DOG,RETURN TO OWNER,1
KAYO,DOG,SIBERIAN HUSKY/MIX,RETURN TO OWNER,3
MAXIMILIANO,DOG,AUST SHEPHERD/MIX,RETURN TO OWNER,4
VINA,DOG,GERM SHEPHERD/MIX,EUTHANIZE,46
BLUE,DOG,YORKSHIRE TERR,RETURN TO OWNER,1
KAYO,DOG,SIBERIAN HUSKY/MIX,RETURN TO OWNER,1
KAYO,DOG,SIBERIAN HUSKY/MIX,RETURN TO OWNER,1
BABY GIRL,DOG,PIT BULL,EUTHANIZE,396
ROCKY,DOG,ROTTWEILER,RETURN TO OWNER,0
KAYO,DOG,SIBERIAN HUSKY/MIX,ADOPTION,46
SIENA,DOG,CHIHUAHUA SH,ADOPTION,42
KAYO,DOG,SIBERIAN HUSKY/MIX,ADOPTION,8
OSO,DOG,ROTTWEILER,RETURN TO OWNER,0
MATILDA,DOG,ROTTWEILER,EUTHANIZE,15
*JIMINY,CAT,DOMESTIC SH,ADOPTION,11
,DOG,CHIHUAHUA SH,EUTHANIZE,47
HAZEL,DOG,MIX,RETURN TO OWNER,1
COSMO,DOG,PIT BULL/MIX,RETURN TO OWNER,0
*MR. DOODLE,DOG,POODLE MIN/MIX,ADOPTION,37
TAZ,DOG,CHIHUAHUA SH,RETURN TO OWNER,2
CLIFFORD,DOG,POODLE TOY/MIX,TRANSFER,25
MACY,DOG,LABRADOR RETR/POODLE STND,RETURN TO OWNER,0
,OTHER,LIZARD,DIED,1
*OBI,DOG,CHIHUAHUA SH,ADOPTION,30
ESTRELLA,DOG,GERM SHEPHERD,RETURN TO OWNER,0
FLYNN,CAT,DOMESTIC SH,,0
*TOBY,DOG,RAT TERRIER/MIX,ADOPTION,23
,DOG,POODLE MIN/MIX,EUTHANIZE,38
CINDY,DOG,BLOODHOUND/GERM SHEPHERD,EUTHANIZE,40
ARROW,DOG,BELG MALINOIS/MIX,,0
,DOG,GERM SHEPHERD,,0
BESOS,DOG,BORDER COLLIE,RETURN TO OWNER,1
BEN,DOG,PARSON RUSS TER/CHIHUAHUA SH,ADOPTION,11
ESTRELLA,DOG,GERM SHEPHERD,RETURN TO OWNER,1
LEIA,DOG,CHIHUAHUA SH,ADOPTION,12
BUTTERCUP,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
HAMILTON,DOG,POODLE MIN/MIX,ADOPTION,88
*CHER,CAT,DOMESTIC SH,ADOPTION,107
,DOG,CHIHUAHUA SH,EUTHANIZE,47
KIKI,CAT,DOMESTIC LH,,0
,CAT,DOMESTIC SH,TRANSFER,0
,DOG,CHIHUAHUA SH,,0
BELLA,DOG,PIT BULL,RETURN TO OWNER,1
SADIE,DOG,PIT BULL,RETURN TO OWNER,8
,CAT,DOMESTIC SH,TRANSFER,1
BARKLEY,DOG,OLD ENG BULLDOG,RETURN TO OWNER,2
,CAT,DOMESTIC SH,TRANSFER,1
*LINUS,CAT,DOMESTIC SH,,0
MARY JANE,DOG,PIT BULL,TRANSFER,35
BOWIE,DOG,PIT BULL,EUTHANIZE,0
HAMILTON,DOG,POODLE MIN/MIX,RTOS,14
,CAT,DOMESTIC SH,RETURN TO OWNER,0
TRIGGER,DOG,FOX TERR SMOOTH,RETURN TO OWNER,1
WINDSOR,CAT,DOMESTIC SH,RETURN TO OWNER,14
*ALEX,CAT,DOMESTIC SH,ADOPTION,35
*MALINDA,CAT,DOMESTIC MH,ADOPTION,41
BOCEPHUS,DOG,MASTIFF,ADOPTION,31
GINGER,DOG,BELG MALINOIS/MIX,ADOPTION,52
*VALENTINO,DOG,GERM SHEPHERD,EUTHANIZE,10
GUNNER,DOG,PIT BULL,RETURN TO OWNER,2
,CAT,DOMESTIC MH,RETURN TO OWNER,1
HINDSIGHT,DOG,ROTTWEILER/SIBERIAN HUSKY,RETURN TO OWNER,1
,OTHER,GUINEA PIG,TRANSFER,69
*RICKY,OTHER,AMERICAN,TRANSFER,73
*LENA,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,0
,DOG,BULL TERRIER,TRANSFER,34
KIARA,DOG,ALASKAN HUSKY/MIX,RETURN TO OWNER,1
CHORROL,DOG,TOY FOX TERRIER/MIX,RETURN TO OWNER,1
TAZ,DOG,CHIHUAHUA SH,RETURN TO OWNER,14
,CAT,DOMESTIC SH,EUTHANIZE,0
ESTRELLA,DOG,GERM SHEPHERD,TRANSFER,46
*DIMITRI,DOG,GERM SHEPHERD/MIX,TRANSFER,56
PATCHES,CAT,DOMESTIC SH,EUTHANIZE,12
,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,5
ALDIE,DOG,PLOTT HOUND,RETURN TO OWNER,0
LEO,DOG,LABRADOR RETR/MIX,ADOPTION,33
LEVI,DOG,GERM SHEPHERD/SIBERIAN HUSKY,ADOPTION,20
BRUNO,CAT,DOMESTIC SH,ADOPTION,23
,DOG,GERM SHEPHERD,EUTHANIZE,36
CINNAMON,DOG,PIT BULL,RETURN TO OWNER,0
CINNAMON,DOG,PIT BULL,RETURN TO OWNER,2
OREO,OTHER,LOP-MINI,RETURN TO OWNER,2
SAMOA,DOG,POMERANIAN,RETURN TO OWNER,3
ROCKY,DOG,ALASKAN HUSKY,RETURN TO OWNER,3
,CAT,DOMESTIC SH,EUTHANIZE,31
,OTHER,TORTOISE,TRANSFER,1
X,DOG,SIBERIAN HUSKY,RETURN TO OWNER,23
JUPITER,CAT,DOMESTIC SH,TRANSFER,13
*AIDEN,CAT,DOMESTIC MH,ADOPTION,7
BONBON,DOG,PARSON RUSS TER/MIX,ADOPTION,37
PEACHES,CAT,DOMESTIC SH,EUTHANIZE,14
,CAT,DOMESTIC SH,EUTHANIZE,0
MICHI,CAT,DOMESTIC SH,RETURN TO OWNER,1
*OZZY,CAT,DOMESTIC SH,ADOPTION,4
GLADYS,DOG,BULL TERRIER,RTOS,3
DIESEL,DOG,ROTTWEILER,TRANSFER,60
BENNY,DOG,GERM SHEPHERD,EUTHANIZE,67
,OTHER,CHICKEN,ADOPTION,48
PATSY,DOG,AUST CATTLE DOG,RETURN TO OWNER,2
BELLA,DOG,CHIHUAHUA SH,ADOPTION,60
GALLY,DOG,CHIHUAHUA LH,ADOPTION,40
SCOUT,DOG,BLOODHOUND,RETURN TO OWNER,0
GRISELDA,DOG,SIBERIAN HUSKY/GERM SHEPHERD,RETURN TO OWNER,2
*JOHNNY,CAT,DOMESTIC SH,ADOPTION,23
*POGO,CAT,DOMESTIC MH,ADOPTION,34
,CAT,DOMESTIC SH,TRANSFER,9
LUCKY,DOG,POODLE MIN,RETURN TO OWNER,0
NEGRITO,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
CHOPPERS,CAT,DOMESTIC SH,TRANSFER,60
,CAT,DOMESTIC SH,TRANSFER,9
*BRANDY,DOG,YORKSHIRE TERR,ADOPTION,15
*STEWART,DOG,GERM SHEPHERD,EUTHANIZE,43
,CAT,DOMESTIC SH,RETURN TO OWNER,12
CHARLIE,DOG,CATAHOULA,RETURN TO OWNER,11
,CAT,DOMESTIC SH,RETURN TO OWNER,7
NALLA,CAT,DOMESTIC SH,TRANSFER,38
CHARLIE,DOG,LABRADOR RETR,RETURN TO OWNER,0
EDDIE/CAPUCHINO,DOG,POODLE MIN,RETURN TO OWNER,7
*STEPHEN,CAT,DOMESTIC MH,ADOPTION,39
EDDIE/CAPUCHINO,DOG,POODLE MIN,RETURN TO OWNER,1
ROCKA,DOG,PIT BULL/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,RETURN TO OWNER,7
,CAT,DOMESTIC SH,RETURN TO OWNER,7
,CAT,DOMESTIC SH,RETURN TO OWNER,7
DANTE,DOG,CHIHUAHUA SH,TRANSFER,74
EMMA,DOG,BORDER COLLIE/ALASKAN HUSKY,ADOPTION,47
,DOG,SIBERIAN HUSKY,RETURN TO OWNER,3
,CAT,DOMESTIC SH,RETURN TO OWNER,7
LIGHTNING,DOG,LABRADOR RETR,RETURN TO OWNER,7
,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,4
BELLA,DOG,GERM SHEPHERD/WELSH CORGI CAR,RETURN TO OWNER,3
,CAT,DOMESTIC SH,EUTHANIZE,0
AUNT BEA,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,4
FLEEONCE KNO,CAT,DOMESTIC SH,ADOPTION,6
EDDIE/CAPUCHINO,DOG,POODLE MIN,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,0
,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,4
REEF,DOG,YORKSHIRE TERR/MIX,RETURN TO OWNER,1
BELLA,DOG,GERM SHEPHERD/WELSH CORGI CAR,RETURN TO OWNER,3
CHIEF,DOG,GERM SHEPHERD,RETURN TO OWNER,0
*KEIRA,CAT,DOMESTIC SH,ADOPTION,28
MAX,DOG,AUST CATTLE DOG,RETURN TO OWNER,0
RORY,CAT,DOMESTIC LH,ADOPTION,16
MAYA,DOG,CHIHUAHUA SH/DACHSHUND,ADOPTION,28
LOU,DOG,CHIHUAHUA SH,ADOPTION,43
FOREST,DOG,QUEENSLAND HEEL/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,12
,CAT,DOMESTIC MH,TRANSFER,4
GUAGE,DOG,PIT BULL,RETURN TO OWNER,3
,OTHER,PAINT,EUTHANIZE,32
CALI,DOG,PIT BULL,RETURN TO OWNER,3
NEW KITTY,CAT,DOMESTIC SH,RETURN TO OWNER,3
,OTHER,CHICKEN,TRANSFER,16
BLACK JACK,DOG,LABRADOR RETR,EUTHANIZE,1
,DOG,ANATOL SHEPHERD/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,1
KATA,CAT,DOMESTIC SH,ADOPTION,14
,CAT,DOMESTIC SH,TRANSFER,1
ISABELLA,CAT,DOMESTIC SH,RETURN TO OWNER,0
*YODA,DOG,CHIHUAHUA SH,ADOPTION,32
,CAT,DOMESTIC SH,TRANSFER,1
KOKO,DOG,CHIHUAHUA SH,RETURN TO OWNER,3
,CAT,DOMESTIC SH,TRANSFER,1
,CAT,DOMESTIC LH,EUTHANIZE,1
*LANEY,DOG,PIT BULL/MIX,TRANSFER,106
*BOOMER,DOG,PIT BULL/MIX,TRANSFER,136
*SHADOW,CAT,DOMESTIC MH,TRANSFER,43
CANELLO,DOG,BELG MALINOIS,EUTHANIZE,21
*BASIL,DOG,ANATOL SHEPHERD/MIX,TRANSFER,29
*TANEEYA,DOG,GERM SHEPHERD/MIX,TRANSFER,29
CHINA,DOG,PIT BULL,TRANSFER,43
VANILLA BEAN,DOG,CHIHUAHUA SH,TRANSFER,30
ZUKO,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC LH,EUTHANIZE,1
PRINCESS,DOG,GERM SHEPHERD,TRANSFER,37
ELSA,CAT,DOMESTIC SH,DISPOSAL,2
BONZIE,CAT,DOMESTIC SH,TRANSFER,0
MALIYAH,DOG,PIT BULL,RETURN TO OWNER,1
KOA,DOG,CHIHUAHUA SH,ADOPTION,42
*FINN,DOG,BORDER COLLIE,TRANSFER,65
*SUNNY,DOG,GERM SHEPHERD/MIX,ADOPTION,76
JENNY,DOG,GERM SHEPHERD,TRANSFER,60
,OTHER,CHICKEN,TRANSFER,16
,CAT,DOMESTIC SH,TRANSFER,0
TARA,DOG,PIT BULL,TRANSFER,43
MURPHY,CAT,DOMESTIC SH,EUTHANIZE,21
LAYLA,CAT,DOMESTIC SH,TRANSFER,7
MILA,DOG,CHOW CHOW/MIX,TRANSFER,60
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,0
,OTHER,CHICKEN,TRANSFER,15
*MARCUS,CAT,DOMESTIC SH,ADOPTION,11
,OTHER,CHICKEN,TRANSFER,16
*LUKE,CAT,DOMESTIC MH,ADOPTION,5
LOLA,DOG,BORDER COLLIE,RETURN TO OWNER,0
FRANKE,DOG,YORKSHIRE TERR,RETURN TO OWNER,1
LOLA,DOG,BORDER COLLIE,RETURN TO OWNER,0
*RIVER,OTHER,BUDGERIGAR,TRANSFER,15
,OTHER,CHICKEN,TRANSFER,16
*MIKEY,CAT,DOMESTIC MH,ADOPTION,10
,CAT,DOMESTIC SH,TRANSFER,0
,OTHER,GOAT,TRANSFER,26
GRACE,CAT,DOMESTIC SH,,0
CHAI,CAT,DOMESTIC SH,EUTHANIZE,42
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,0
,OTHER,CHICKEN,TRANSFER,14
,CAT,DOMESTIC SH,TRANSFER,0
DIESEL,DOG,AMER BULLDOG,RETURN TO OWNER,4
MORENA,DOG,SIBERIAN HUSKY/MIX,RETURN TO OWNER,49
SERU,DOG,GERM SHEPHERD,TRANSFER,61
*DAISY,DOG,PIT BULL/LABRADOR RETR,TRANSFER,64
,CAT,DOMESTIC SH,TRANSFER,0
BOWSER,DOG,PIT BULL/MIX,RETURN TO OWNER,2
BOO BOO,CAT,MUNCHKIN SH,ADOPTION,33
*SCAR,CAT,DOMESTIC SH,ADOPTION,25
,CAT,DOMESTIC SH,TRANSFER,0
BUTTERS,DOG,WELSH CORGI PEM/BORDER COLLIE,RETURN TO OWNER,0
DOLLY,DOG,YORKSHIRE TERR,RETURN TO OWNER,0
PEARL,CAT,DOMESTIC SH,ADOPTION,18
WINSTON,DOG,YORKSHIRE TERR,RETURN TO OWNER,0
ROCKO,DOG,PIT BULL/MIX,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,0
DAISY,DOG,DACHSHUND,RETURN TO OWNER,9
COMET,DOG,AIREDALE TERR/MIX,TRANSFER,165
*HENNY PENNY,OTHER,BARRED ROCK,ADOPTION,18
CHEWY,DOG,CHIHUAHUA SH,RETURN TO OWNER,3
ROSCO,DOG,PIT BULL,ADOPTION,35
,OTHER,ANGUS,RETURN TO OWNER,1
,OTHER,ANGUS,RETURN TO OWNER,1
*LEONARD,CAT,DOMESTIC MH,ADOPTION,11
*ORVILLE,CAT,DOMESTIC SH,ADOPTION,10
CHANNEL,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,1
,CAT,SIAMESE/MIX,EUTHANIZE,4
HONEY,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
*NALA,CAT,DOMESTIC SH,ADOPTION,15
,OTHER,CHICKEN,TRANSFER,22
*OLIVER,CAT,DOMESTIC SH,ADOPTION,11
,DOG,BEAGLE,TRANSFER,29
TAFFY,DOG,LABRADOR RETR/SIBERIAN HUSKY,RETURN TO OWNER,7
TUCKER,DOG,POODLE MIN,RETURN TO OWNER,0
,CAT,DOMESTIC SH,RETURN TO OWNER,18
BUSTER,DOG,LABRADOR RETR,RETURN TO OWNER,0
ECHO,OTHER,HORSE,TRANSFER,15
*VIXEN,DOG,CHIHUAHUA SH,ADOPTION,30
ROXANNE,DOG,PIT BULL,RETURN TO OWNER,1
TRIGGER,DOG,FOX TERR SMOOTH,ADOPTION,17
BUSTER,DOG,LABRADOR RETR,RETURN TO OWNER,0
REYNA,DOG,CHIHUAHUA SH/CAIRN TERRIER,RETURN TO OWNER,11
*BOBBY,DOG,GERM SHEPHERD,ADOPTION,38
*LINDSEY,CAT,DOMESTIC SH,ADOPTION,36
CARAMELO,DOG,CHIHUAHUA SH,ADOPTION,70
ROSCO,DOG,PIT BULL,RETURN TO OWNER,0
WAYNE,DOG,PATTERDALE TERR/BULL TERR MIN,RETURN TO OWNER,1
,OTHER,CHICKEN,TRANSFER,20
,CAT,DOMESTIC MH,EUTHANIZE,0
NALA,DOG,GERM SHEPHERD/MIX,ADOPTION,134
BLUE,DOG,PIT BULL/MIX,RETURN TO OWNER,1
DAISY,DOG,PARSON RUSS TER/MIX,RETURN TO OWNER,0
*HOWARD,DOG,PARSON RUSS TER/PUG,ADOPTION,26
KIANA,DOG,GERM SHEPHERD,ADOPTION,60
*SOPHIE,DOG,DUTCH SHEPHERD/MIX,ADOPTION,2
JAGUAR,CAT,DOMESTIC SH,RETURN TO OWNER,11
*JOE,CAT,DOMESTIC SH,ADOPTION,8
*LOUIS,CAT,DOMESTIC SH,ADOPTION,8
*CHRIS,CAT,DOMESTIC SH,ADOPTION,34
DUKE,CAT,DOMESTIC SH,ADOPTION,38
BUTTONS,CAT,DOMESTIC MH,RETURN TO OWNER,28
MARMADOT,DOG,GREAT DANE,RETURN TO OWNER,9
*SCAMPY,DOG,CHIHUAHUA LH,RETURN TO OWNER,23
SONIC,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
HERA,DOG,PIT BULL,RETURN TO OWNER,9
,CAT,DOMESTIC MH,EUTHANIZE,0
DAISY,DOG,PIT BULL/MIX,ADOPTION,298
RUGER,CAT,DOMESTIC SH,RETURN TO OWNER,3
REMINGTON,DOG,CHIHUAHUA SH,ADOPTION,6
,CAT,DOMESTIC SH,RETURN TO OWNER,8
DIAMOND,DOG,COCKER SPAN,RETURN TO OWNER,40
,OTHER,BAT,EUTHANIZE,0
TAFFY,DOG,LABRADOR RETR/SIBERIAN HUSKY,RETURN TO OWNER,4
TANK,DOG,PIT BULL,RETURN TO OWNER,13
SAMPSON,DOG,PIT BULL/MIX,ADOPTION,109
*ELROY,DOG,TIBETAN TERR/MIX,ADOPTION,28
BUBBA,DOG,PIT BULL/MIX,RETURN TO OWNER,3
BENGI,DOG,PARSON RUSS TER/MIX,RETURN TO OWNER,0
OLIVE,CAT,DOMESTIC SH,ADOPTION,32
TUX,CAT,DOMESTIC MH,RETURN TO OWNER,0
BARNEY,DOG,CHIHUAHUA SH/MIX,TRANSFER,11
,CAT,DOMESTIC SH,TRANSFER,8
,DOG,GERM SHEPHERD/MIX,EUTHANIZE,29
PRINCESS,DOG,GERM SHEPHERD,ADOPTION,19
,OTHER,BAT,EUTHANIZE,0
,DOG,GERM SHEPHERD,EUTHANIZE,29
*MILLI,CAT,DOMESTIC SH,ADOPTION,11
*INDOMINUS,OTHER,REX,ADOPTION,133
LUCKY,DOG,PIT BULL,RETURN TO OWNER,12
ARTIE,DOG,BASSET HOUND,RETURN TO OWNER,1
LITTLE BUDDY,DOG,CHIHUAHUA SH/MIX,ADOPTION,29
BINDY,DOG,CHIHUAHUA SH,ADOPTION,11
*AMAYA,DOG,PIT BULL/MIX,EUTHANIZE,89
BRANDO,DOG,FRENCH BULLDOG,RETURN TO OWNER,0
DAISY,DOG,COLLIE SMOOTH/MIX,ADOPTION,7
,CAT,DOMESTIC SH,DISPOSAL,0
,DOG,GERM SHEPHERD,EUTHANIZE,2
STORMY,DOG,CHIHUAHUA SH/MIX,ADOPTION,72
,OTHER,BAT,TRANSFER,0
*BOOMER,DOG,CAIRN TERRIER/MIX,ADOPTION,36
ZOEY,DOG,GERM SHEPHERD/SIBERIAN HUSKY,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,8
,CAT,DOMESTIC SH,TRANSFER,8
*LANCELOT,CAT,DOMESTIC SH,ADOPTION,12
BEAR,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
,OTHER,DUCK,ADOPTION,9
COCO,DOG,MALTESE,RETURN TO OWNER,1
,OTHER,BAT,EUTHANIZE,0
,CAT,DOMESTIC SH,EUTHANIZE,17
COWBOY,DOG,PIT BULL,ADOPTION,32
,CAT,DOMESTIC SH,EUTHANIZE,0
EMMA,DOG,GERM SHEPHERD,RETURN TO OWNER,1
TOOTIE,DOG,POODLE MIN,RETURN TO OWNER,2
MIMI,DOG,CHIHUAHUA SH,ADOPTION,70
BUDDY,DOG,PIT BULL,RETURN TO OWNER,0
*BESSIE,DOG,POINTER/MIX,TRANSFER,33
LEVI,DOG,GERM SHEPHERD,EUTHANIZE,21
PATSY,DOG,AUST CATTLE DOG,RETURN TO OWNER,1
*SKIP,OTHER,NEW ZEALAND WHT/MIX,TRANSFER,196
MIDNIGHT,CAT,DOMESTIC SH,ADOPTION,9
*OSCAR,OTHER,LOP-ENGLISH,TRANSFER,31
TOBY,DOG,BLACK/TAN HOUND/MIX,TRANSFER,53
*NAPOLEON,DOG,POMERANIAN,TRANSFER,64
BOGIE,DOG,PARSON RUSS TER/MIX,RETURN TO OWNER,4
,CAT,DOMESTIC MH,EUTHANIZE,0
*VENUS,CAT,DOMESTIC SH,ADOPTION,17
SETIVA,DOG,PIT BULL,RETURN TO OWNER,8
*DARLA,CAT,DOMESTIC SH,ADOPTION,9
,CAT,DOMESTIC SH,TRANSFER,0
SUSIE,DOG,BRITTANY/MIX,RETURN TO OWNER,1
*HAYMITCH,CAT,DOMESTIC SH,ADOPTION,6
BUSTER,DOG,BEAGLE,RETURN TO OWNER,2
PANDA,DOG,CHIHUAHUA SH,ADOPTION,29
,CAT,DOMESTIC SH,EUTHANIZE,3
,OTHER,BAT,EUTHANIZE,0
*MONTY,DOG,PIT BULL/MIX,TRANSFER,94
LUCKY,DOG,PIT BULL,EUTHANIZE,29
,DOG,CHIHUAHUA SH,RETURN TO OWNER,0
*LILLY,CAT,DOMESTIC SH,ADOPTION,16
*SNOWBALL,OTHER,NETHERLND DWARF,TRANSFER,60
ARIES,CAT,DOMESTIC SH,,0
BADGER,DOG,CATAHOULA/LABRADOR RETR,RETURN TO OWNER,1
ATHENA,DOG,SCHNAUZER MIN/MIX,ADOPTION,19
*ELAINE,CAT,DOMESTIC SH,ADOPTION,10
*ANNIE,CAT,DOMESTIC SH,ADOPTION,17
,CAT,DOMESTIC SH,EUTHANIZE,15
*THUNDER,OTHER,NETHERLND DWARF,TRANSFER,60
,OTHER,RABBIT SH,DIED,0
*HARRY,DOG,PIT BULL,ADOPTION,35
CHEWY,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
BEN,CAT,DOMESTIC SH,DISPOSAL,10
CAT 2,CAT,SIAMESE,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,0
,OTHER,RABBIT SH,EUTHANIZE,0
*DAISY,DOG,PIT BULL/LABRADOR RETR,ADOPTION,88
GIZMO,DOG,SCHNAUZER MIN/DACHSHUND,RETURN TO OWNER,3
,CAT,DOMESTIC SH,TRANSFER,0
HARLEY,DOG,GERM SHEPHERD,RETURN TO OWNER,3
JACK,DOG,PARSON RUSS TER,RETURN TO OWNER,1
,OTHER,RABBIT SH,EUTHANIZE,0
ACE,DOG,PIT BULL,RETURN TO OWNER,3
,OTHER,BAT,TRANSFER,2
LUCY,CAT,DOMESTIC LH,ADOPTION,41
,CAT,DOMESTIC SH,DISPOSAL,1
TOOTSIE,DOG,COCKER SPAN/POODLE MIN,ADOPTION,39
,CAT,DOMESTIC SH,DISPOSAL,20
*TRIS,DOG,BORDER COLLIE/MIX,ADOPTION,77
,CAT,DOMESTIC SH,DISPOSAL,5
GLADYS,DOG,BULL TERRIER,TRANSFER,33
,CAT,DOMESTIC SH,DISPOSAL,3
,CAT,DOMESTIC SH,DISPOSAL,4
ZOEY,DOG,CHIHUAHUA SH,DISPOSAL,0
MILO,CAT,DOMESTIC SH,ADOPTION,36
ROCKY,DOG,CHIHUAHUA SH,RETURN TO OWNER,7
*OWEN,CAT,DOMESTIC SH,ADOPTION,20
CASPER,DOG,LABRADOR RETR,RETURN TO OWNER,1
CASPER,DOG,LABRADOR RETR,RETURN TO OWNER,5
CODY,DOG,BORDER COLLIE,ADOPTION,77
CASPER,DOG,LABRADOR RETR,RETURN TO OWNER,2
CASPER,DOG,LABRADOR RETR,RETURN TO OWNER,0
ARES,DOG,GERM SHEPHERD,RETURN TO OWNER,0
REBA,DOG,AUST CATTLE DOG,RETURN TO OWNER,1
,OTHER,BAT,EUTHANIZE,0
PRICILLA,CAT,DOMESTIC SH,ADOPTION,38
,CAT,DOMESTIC SH,EUTHANIZE,7
GUIDO,DOG,QUEENSLAND HEEL/MIX,RETURN TO OWNER,1
MEATBALL,DOG,FRENCH BULLDOG,RETURN TO OWNER,12
,CAT,DOMESTIC MH,EUTHANIZE,7
,CAT,DOMESTIC MH,TRANSFER,7
ROYAL,DOG,PIT BULL/MIX,ADOPTION,38
*ELLIE,DOG,PIT BULL/MIX,ADOPTION,38
25-30,OTHER,SHEEP,RETURN TO OWNER,1
,OTHER,MUSCOVY,ADOPTION,18
*BUFFALO,DOG,CHIHUAHUA SH/MIX,ADOPTION,41
TOBY,DOG,BLACK/TAN HOUND/MIX,RETURN TO OWNER,4
*ERIC,DOG,GERM SHEPHERD,ADOPTION,16
REMINGTON,DOG,ENG FOXHOUND/MIX,RETURN TO OWNER,0
CASPER,DOG,LABRADOR RETR,RETURN TO OWNER,1
PLINY,DOG,CHIHUAHUA SH,ADOPTION,17
CLEO,CAT,DOMESTIC SH,ADOPTION,27
ZIGGY,DOG,SCHNAUZER MIN,RETURN TO OWNER,3
SATORI,CAT,DOMESTIC MH,ADOPTION,62
CASPER,DOG,LABRADOR RETR,RETURN TO OWNER,3
WILLY,DOG,GERM SH POINT,RETURN TO OWNER,1
WILLY,DOG,GERM SH POINT,RETURN TO OWNER,0
WILLY,DOG,GERM SH POINT,RETURN TO OWNER,0
NENA,DOG,PIT BULL,RETURN TO OWNER,0
NEEMO,DOG,BORDER COLLIE,RETURN TO OWNER,1
BESSIE,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,1
JACKSON,DOG,MIN PINSCHER/MIX,RETURN TO OWNER,1
SHORTY,DOG,BEAGLE,RETURN TO OWNER,1
BELLA,DOG,AM PIT BULL TER,RETURN TO OWNER,1
*ZIPPY,DOG,GERM SHEPHERD/MIX,ADOPTION,52
,DOG,GERM SHEPHERD,,0
,OTHER,GOAT,RETURN TO OWNER,1
*PING-PONG,DOG,CATAHOULA/MIX,ADOPTION,60
*ABE,CAT,DOMESTIC SH,ADOPTION,21
*NICK,CAT,DOMESTIC SH,ADOPTION,18
